0	0	8883326	A	0.988526	0.939635	0.928853
0	1	979289	A	0.965834	0.981959	0.948410
0	2	117358	A	0.905077	0.970165	0.878074
0	3	16034	A	0.749096	0.944634	0.707621
0	4	2870	A	0.468990	0.869242	0.407666
0	5	728	A	0.314560	0.755459	0.237637
0	6	227	A	0.370044	0.642857	0.237885
0	7	91	A	0.208791	0.894737	0.186813
0	8	37	A	0.189189	0.857143	0.162162
0	9	10	A	0.100000	0.000000	0.000000
0	10	14	A	0.214286	1.000000	0.214286
0	11	1	A	0.000000	-1.000000	0.000000
0	12	2	A	0.000000	-1.000000	0.000000
0	13	2	A	0.000000	-1.000000	0.000000
0	14	7	A	0.571429	1.000000	0.571429
0	15	4	A	0.000000	-1.000000	0.000000
2	0	8883326	A	0.988961	0.939687	0.929313
2	1	979289	A	0.975913	0.984735	0.961016
2	2	117358	A	0.947528	0.979182	0.927802
2	3	16034	A	0.891917	0.966296	0.861856
2	4	2870	A	0.811498	0.941176	0.763763
2	5	728	A	0.695055	0.901186	0.626374
2	6	227	A	0.669604	0.789474	0.528634
2	7	91	A	0.615385	0.964286	0.593407
2	8	37	A	0.351351	0.923077	0.324324
2	9	10	A	0.800000	1.000000	0.800000
2	10	14	A	0.857143	1.000000	0.857143
2	11	1	A	1.000000	1.000000	1.000000
2	12	2	A	0.000000	-1.000000	0.000000
2	13	2	A	0.000000	-1.000000	0.000000
2	14	7	A	0.571429	1.000000	0.571429
2	15	4	A	0.000000	-1.000000	0.000000
4	0	8883326	A	0.989164	0.939693	0.929510
4	1	979289	A	0.981655	0.987428	0.969313
4	2	117358	A	0.964587	0.984064	0.949215
4	3	16034	A	0.933392	0.972671	0.907883
4	4	2870	A	0.884669	0.956282	0.845993
4	5	728	A	0.800824	0.924528	0.740385
4	6	227	A	0.766520	0.827586	0.634361
4	7	91	A	0.736264	0.970149	0.714286
4	8	37	A	0.432432	0.937500	0.405405
4	9	10	A	0.900000	1.000000	0.900000
4	10	14	A	0.928571	1.000000	0.928571
4	11	1	A	1.000000	1.000000	1.000000
4	12	2	A	0.000000	-1.000000	0.000000
4	13	2	A	0.000000	-1.000000	0.000000
4	14	7	A	0.571429	0.750000	0.428571
4	15	4	A	0.000000	-1.000000	0.000000
10	0	8883326	A	0.989236	0.939695	0.929581
10	1	979289	A	0.987316	0.990584	0.978020
10	2	117358	A	0.981160	0.988536	0.969913
10	3	16034	A	0.966883	0.979810	0.947362
10	4	2870	A	0.944251	0.967897	0.913937
10	5	728	A	0.884615	0.954969	0.844780
10	6	227	A	0.841410	0.890052	0.748899
10	7	91	A	0.747253	0.970588	0.725275
10	8	37	A	0.486486	0.888889	0.432432
10	9	10	A	0.900000	1.000000	0.900000
10	10	14	A	0.928571	1.000000	0.928571
10	11	1	A	1.000000	1.000000	1.000000
10	12	2	A	0.000000	-1.000000	0.000000
10	13	2	A	0.000000	-1.000000	0.000000
10	14	7	A	0.428571	1.000000	0.428571
10	15	4	A	0.000000	-1.000000	0.000000
6	0	8883326	A	0.989240	0.939704	0.929592
6	1	979289	A	0.984865	0.989053	0.974083
6	2	117358	A	0.974062	0.986380	0.960795
6	3	16034	A	0.953224	0.976250	0.930585
6	4	2870	A	0.919164	0.961713	0.883972
6	5	728	A	0.851648	0.943548	0.803571
6	6	227	A	0.806167	0.879781	0.709251
6	7	91	A	0.725275	0.939394	0.681319
6	8	37	A	0.486486	0.888889	0.432432
6	9	10	A	0.900000	1.000000	0.900000
6	10	14	A	0.928571	1.000000	0.928571
6	11	1	A	1.000000	1.000000	1.000000
6	12	2	A	0.000000	-1.000000	0.000000
6	13	2	A	0.000000	-1.000000	0.000000
6	14	7	A	0.428571	1.000000	0.428571
6	15	4	A	0.000000	-1.000000	0.000000
15	0	8883326	A	0.989166	0.939715	0.929535
15	1	979289	A	0.987828	0.990828	0.978767
15	2	117358	A	0.982524	0.988674	0.971395
15	3	16034	A	0.969939	0.980453	0.950979
15	4	2870	A	0.945993	0.968692	0.916376
15	5	728	A	0.894231	0.961598	0.859890
15	6	227	A	0.845815	0.890625	0.753304
15	7	91	A	0.758242	0.956522	0.725275
15	8	37	A	0.486486	0.888889	0.432432
15	9	10	A	0.900000	1.000000	0.900000
15	10	14	A	0.928571	1.000000	0.928571
15	11	1	A	1.000000	1.000000	1.000000
15	12	2	A	0.000000	-1.000000	0.000000
15	13	2	A	0.000000	-1.000000	0.000000
15	14	7	A	0.428571	1.000000	0.428571
15	15	4	A	0.000000	-1.000000	0.000000
8	0	8883326	A	0.989255	0.939698	0.929600
8	1	979289	A	0.986455	0.990113	0.976702
8	2	117358	A	0.978647	0.988011	0.966913
8	3	16034	A	0.963078	0.978500	0.942372
8	4	2870	A	0.935540	0.966480	0.904181
8	5	728	A	0.877747	0.953052	0.836538
8	6	227	A	0.819383	0.887097	0.726872
8	7	91	A	0.714286	0.953846	0.681319
8	8	37	A	0.486486	0.888889	0.432432
8	9	10	A	0.900000	1.000000	0.900000
8	10	14	A	0.928571	1.000000	0.928571
8	11	1	A	1.000000	1.000000	1.000000
8	12	2	A	0.000000	-1.000000	0.000000
8	13	2	A	0.000000	-1.000000	0.000000
8	14	7	A	0.428571	1.000000	0.428571
8	15	4	A	0.000000	-1.000000	0.000000
20	0	8883326	A	0.989105	0.939698	0.929460
20	1	979289	A	0.987782	0.990846	0.978740
20	2	117358	A	0.982149	0.988678	0.971029
20	3	16034	A	0.969066	0.980435	0.950106
20	4	2870	A	0.944948	0.968289	0.914983
