0	0	7382023	A	0.991667	0.998393	0.990073
0	1	878831	A	0.974010	0.996449	0.970551
0	2	103050	A	0.924833	0.991406	0.916885
0	3	13663	A	0.784820	0.980696	0.769670
0	4	2239	A	0.499777	0.940125	0.469853
0	5	529	A	0.345936	0.885246	0.306238
0	6	149	A	0.248322	0.864865	0.214765
0	7	80	A	0.250000	1.000000	0.250000
0	8	22	A	0.227273	1.000000	0.227273
0	9	8	A	0.125000	1.000000	0.125000
0	10	8	A	0.125000	1.000000	0.125000
0	13	2	A	0.000000	-1.000000	0.000000
0	14	1	A	0.000000	-1.000000	0.000000
0	15	1	A	0.000000	-1.000000	0.000000
0	16	1	A	0.000000	-1.000000	0.000000
50	0	7382023	A	0.991153	0.998090	0.989260
50	1	878831	A	0.989933	0.998302	0.988253
50	2	103050	A	0.987171	0.997287	0.984493
50	3	13663	A	0.980751	0.996343	0.977165
50	4	2239	A	0.967396	0.991228	0.958910
50	5	529	A	0.954631	0.994059	0.948960
50	6	149	A	0.899329	0.970149	0.872483
50	7	80	A	0.862500	0.971014	0.837500
50	8	22	A	0.863636	0.894737	0.772727
50	9	8	A	0.750000	1.000000	0.750000
50	10	8	A	0.750000	1.000000	0.750000
50	13	2	A	0.000000	-1.000000	0.000000
50	14	1	A	1.000000	1.000000	1.000000
50	15	1	A	1.000000	1.000000	1.000000
50	16	1	A	1.000000	1.000000	1.000000
4	0	7382023	A	0.991629	0.998354	0.989997
4	1	878831	A	0.986903	0.998085	0.985013
4	2	103050	A	0.973780	0.995964	0.969850
4	3	13663	A	0.934129	0.988404	0.923296
4	4	2239	A	0.835194	0.968449	0.808843
4	5	529	A	0.688091	0.950549	0.654064
4	6	149	A	0.436242	0.923077	0.402685
4	7	80	A	0.350000	0.892857	0.312500
4	8	22	A	0.272727	1.000000	0.272727
4	9	8	A	0.250000	1.000000	0.250000
4	10	8	A	0.250000	1.000000	0.250000
4	13	2	A	0.000000	-1.000000	0.000000
4	14	1	A	0.000000	-1.000000	0.000000
4	15	1	A	0.000000	-1.000000	0.000000
4	16	1	A	0.000000	-1.000000	0.000000
80	0	7382023	A	0.990989	0.997999	0.989006
80	1	878831	A	0.989567	0.998188	0.987774
80	2	103050	A	0.986482	0.997255	0.983775
80	3	13663	A	0.979507	0.996563	0.976140
80	4	2239	A	0.962930	0.992579	0.955784
80	5	529	A	0.941399	0.991968	0.933837
80	6	149	A	0.899329	0.970149	0.872483
80	7	80	A	0.875000	0.971429	0.850000
80	8	22	A	0.863636	0.894737	0.772727
80	9	8	A	0.875000	1.000000	0.875000
80	10	8	A	0.875000	1.000000	0.875000
80	13	2	A	1.000000	1.000000	1.000000
80	14	1	A	1.000000	1.000000	1.000000
80	15	1	A	1.000000	1.000000	1.000000
80	16	1	A	1.000000	1.000000	1.000000
8	0	7382023	A	0.991571	0.998319	0.989904
8	1	878831	A	0.989910	0.998444	0.988370
8	2	103050	A	0.986143	0.997432	0.983610
8	3	13663	A	0.976433	0.995578	0.972114
8	4	2239	A	0.952657	0.981247	0.934792
8	5	529	A	0.884688	0.970085	0.858223
8	6	149	A	0.771812	0.965217	0.744966
8	7	80	A	0.675000	0.962963	0.650000
8	8	22	A	0.454545	0.900000	0.409091
8	9	8	A	0.500000	0.750000	0.375000
8	10	8	A	0.250000	1.000000	0.250000
8	13	2	A	0.000000	-1.000000	0.000000
8	14	1	A	0.000000	-1.000000	0.000000
8	15	1	A	0.000000	-1.000000	0.000000
8	16	1	A	0.000000	-1.000000	0.000000
6	0	7382023	A	0.991598	0.998336	0.989948
6	1	878831	A	0.988921	0.998370	0.987308
6	2	103050	A	0.982513	0.996978	0.979544
6	3	13663	A	0.963551	0.991872	0.955720
6	4	2239	A	0.918714	0.975693	0.896382
6	5	529	A	0.797732	0.954976	0.761815
6	6	149	A	0.610738	0.956044	0.583893
6	7	80	A	0.500000	0.950000	0.475000
6	8	22	A	0.409091	0.888889	0.363636
6	9	8	A	0.500000	0.750000	0.375000
6	10	8	A	0.250000	1.000000	0.250000
6	13	2	A	0.000000	-1.000000	0.000000
6	14	1	A	0.000000	-1.000000	0.000000
6	15	1	A	0.000000	-1.000000	0.000000
6	16	1	A	0.000000	-1.000000	0.000000
20	0	7382023	A	0.991398	0.998238	0.989651
20	1	878831	A	0.990608	0.998542	0.989164
20	2	103050	A	0.988481	0.997624	0.986133
20	3	13663	A	0.982873	0.996575	0.979507
20	4	2239	A	0.970969	0.990340	0.961590
20	5	529	A	0.962193	0.982318	0.945180
20	6	149	A	0.906040	0.985185	0.892617
20	7	80	A	0.887500	0.985915	0.875000
20	8	22	A	0.772727	0.941176	0.727273
20	9	8	A	0.625000	1.000000	0.625000
20	10	8	A	0.625000	1.000000	0.625000
