Pct	Hap	Aligned	Correct	Overall
0	A	96.572620	94.318421	91.085770
2	A	96.601720	94.326654	91.121170
6	A	96.679970	94.339448	91.207350
15	A	96.808440	94.361442	91.349840
10	A	96.744610	94.349587	91.278140
30	A	96.925450	94.391071	91.488970
20	A	96.857490	94.371700	91.406060
80	A	96.980730	94.409735	91.559250
60	A	96.979310	94.407364	91.555610
90	A	96.983130	94.410853	91.562600
4	A	96.643130	94.333813	91.167150
8	A	96.715240	94.344469	91.245480
100	A	96.997610	94.441502	91.606000
50	A	96.974100	94.405032	91.548430
40	A	96.958670	94.399985	91.528970
70	A	96.980220	94.409334	91.558380
0	B	96.608480	94.346469	91.146690
6	B	96.715520	94.369652	91.270100
15	B	96.837150	94.389808	91.404400
10	B	96.777670	94.378600	91.337410
20	B	96.882810	94.399440	91.456830
30	B	96.937600	94.413829	91.522500
2	B	96.638840	94.356896	91.185410
4	B	96.679260	94.364096	91.230510
80	B	96.987150	94.431015	91.585950
60	B	96.986030	94.429435	91.583360
40	B	96.967480	94.423935	91.560510
100	B	96.998300	94.457748	91.622410
70	B	96.986900	94.429866	91.584600
8	B	96.749060	94.374333	91.306280
90	B	96.989400	94.432227	91.589250
50	B	96.980910	94.428316	91.577440
